sumact,max,stdev,fivecount,log,state
3076.0,565.0,142.11492108,0,3.42774823595,-1
2351.0,431.666666667,103.233784614,0,6.55295958492,-1
2601.0,431.666666667,107.756596675,0,5.46206934235,-1
2414.0,431.666666667,110.223575101,0,5.71551824316,-1
1915.33333333,258.0,78.2976852355,0,6.42641736917,-1
2065.66666667,315.666666667,90.2403521936,0,5.96981329958,-1
2259.0,315.666666667,97.3660985295,0,5.64439089914,-1
2592.0,315.666666667,103.115261445,0,5.18965474203,-1
2832.33333333,315.666666667,102.359305943,0,5.03718614838,-1
2668.66666667,315.666666667,101.260110868,0,6.42053499927,-1
2921.66666667,315.666666667,100.20814317,0,5.52900882502,-1
2978.66666667,315.666666667,97.2998583445,0,5.46206934235,-1
3000.0,315.666666667,93.8856616333,0,6.07517381523,-1
3192.0,315.666666667,91.5552049615,0,3.1202635362,-1
3428.66666667,363.666666667,103.797057283,0,4.88499433304,-1
3340.0,363.666666667,104.500945541,0,6.75468680452,-1
3251.0,363.666666667,107.950944179,0,6.56579673168,-1
3089.66666667,363.666666667,108.731497848,0,6.72358510195,-1
3067.66666667,363.666666667,115.775352624,0,6.48341285023,-1
3199.66666667,363.666666667,118.309852354,0,4.87812145375,-1
3053.66666667,363.666666667,122.739240522,0,5.98360662171,-1
2920.0,363.666666667,123.707912516,0,5.08317126162,-1
2785.33333333,363.666666667,127.745576343,0,5.66343909411,-1
2518.33333333,363.666666667,124.233065234,0,6.69821142961,-1
2319.0,315.666666667,119.670108718,0,6.89623769717,-1
2393.66666667,363.666666667,126.062219038,0,6.66988092298,-1
2568.33333333,363.666666667,132.577981445,0,5.43081679884,-1
2348.66666667,363.666666667,124.736193582,0,4.30810695859,-1
2123.0,363.666666667,120.837546725,0,3.81341071676,-1
1910.0,363.666666667,110.967126549,0,2.73460105539,-1
1684.0,363.666666667,106.60558519,0,3.1202635362,-1
1655.0,363.666666667,107.211243784,0,2.73460105539,-1
1526.66666667,363.666666667,106.841154408,0,2.54044504095,-1
1472.66666667,363.666666667,107.826479751,0,3.48490664979,-1
1363.0,363.666666667,108.553731849,0,4.25809653802,-1
1093.33333333,363.666666667,94.5914383634,0,3.23359222151,-1
793.666666667,290.0,62.6878046079,0,3.85263142991,-1
497.0,84.0,24.2042236902,0,4.6720723358,-1
431.666666667,82.0,20.6045661966,0,4.21887582487,-1
359.0,72.0,15.0281745979,0,5.40671924726,-1
432.0,82.0,20.6615969204,0,3.85263142991,-1
444.333333333,82.0,20.3891635291,0,3.81341071676,-1
466.0,82.0,20.255471532,0,3.81341071676,-1
483.333333333,82.0,19.8347271752,0,3.53897387106,-1
496.333333333,82.0,19.402149011,0,3.33537491581,-1
559.0,82.0,22.3888081451,0,3.48490664979,-1
552.666666667,82.0,23.4427141466,0,5.27666611902,-1
639.333333333,82.0,24.9807333166,0,3.73002910782,-1
703.333333333,82.0,25.7405039767,0,2.46633706879,-1
745.333333333,88.6666666667,28.7675780172,0,3.45673577282,-1
723.333333333,88.6666666667,29.3623593764,0,4.21887582487,-1
724.0,88.6666666667,28.6553410629,0,3.85263142991,-1
861.666666667,167.666666667,40.7674849689,0,4.40119738166,-1
897.0,167.666666667,40.1391033663,0,3.94443897917,-1
932.333333334,167.666666667,39.5785602804,0,3.73002910782,-1
977.333333334,167.666666667,42.1703524333,0,5.33510971489,-1
1083.66666667,167.666666667,44.1044995246,0,5.37785126326,-1
1123.66666667,167.666666667,44.4361738337,0,4.6720723358,-1
1039.66666667,167.666666667,44.677811924,0,5.25324584481,-1
1078.66666667,167.666666667,43.6568570104,0,5.48488402011,-1
1380.0,233.333333333,56.9469817476,0,3.79320800944,-1
1393.66666667,233.333333333,56.8400196225,0,5.31748811354,-1
1387.66666667,233.333333333,52.3296075916,0,6.12197788143,-1
1591.0,233.333333333,55.1785126111,0,4.7135720667,-1
1605.0,233.333333333,54.7004106076,0,4.87812145375,-1
1634.33333333,233.333333333,53.5224375636,0,5.77631844219,-1
1810.0,233.333333333,56.9735388315,0,5.78749174278,-1
1993.0,233.333333333,56.1325952898,0,3.45673577282,-1
2007.0,233.333333333,56.5597170016,0,3.94443897917,-1
1946.66666667,233.333333333,59.1352409277,0,5.28588277412,-1
2128.33333333,412.666666667,86.8534830231,0,6.45246804637,-1
2378.66666667,412.666666667,92.9097303269,0,5.43081679884,-1
2482.33333333,412.666666667,90.7670691747,0,5.71551824316,-1
2552.66666667,412.666666667,90.0603090116,0,5.54329478227,-1
2469.0,412.666666667,90.0059345486,0,4.93834031374,-1
2369.33333333,412.666666667,92.7177688261,0,5.77631844219,-1
2277.0,412.666666667,91.6500071442,0,6.25922997784,-1
2204.66666667,412.666666667,95.8033562501,0,6.01727983681,-1
2139.0,412.666666667,98.8349674643,0,5.61512051684,-1
2335.0,412.666666667,95.3994858727,0,4.48635519,-1
2054.66666667,233.333333333,65.2356939658,0,7.02264016458,-1
2328.33333333,412.666666667,92.8026865147,0,6.24526814546,-1
2332.33333333,412.666666667,91.9885028473,0,5.99495748138,-1
2272.66666667,412.666666667,95.076596801,0,5.84942270052,-1
2300.66666667,412.666666667,94.7783574296,0,4.72166927694,-1
2321.0,412.666666667,93.4479992907,0,3.15948424935,-1
2345.66666667,412.666666667,93.5783037985,0,4.39002408107,-1
2386.66666667,412.666666667,92.4383564082,0,2.60943791243,-1
2226.0,412.666666667,92.2395432195,0,2.46633706879,-1
2061.33333333,412.666666667,93.8899840267,0,5.93686914385,-1
2119.33333333,412.666666667,94.6115981123,0,5.77631844219,-1
2148.33333333,412.666666667,93.6315417393,0,5.81489071697,-1
1692.33333333,189.666666667,57.5841321471,0,6.27470750091,-1
1884.33333333,195.333333333,60.0559571518,0,2.46633706879,-1
1844.66666667,195.333333333,62.9269081331,0,4.97656152657,-1
1762.0,195.333333333,62.7086865201,0,5.40264592188,-1
1767.66666667,195.333333333,62.1017640693,0,5.5747109785,-1
1998.0,277.0,71.995722977,0,5.90527477844,-1
2153.33333333,277.0,69.2480626436,0,4.43398720449,-1
2062.33333333,277.0,70.8543479565,0,5.79854157897,-1
2046.66666667,277.0,70.3815376825,0,5.92966623156,-1
2112.66666667,277.0,70.3914151211,0,5.19469253606,-1
