act,slpstate,time
0,0,3:19:30
0,0,3:20:00
0,0,3:20:30
0,0,3:21:00
0,0,3:21:30
0,1,3:22:00
0,1,3:22:30
0,1,3:23:00
0,1,3:23:30
0,1,3:24:00
0,0,3:24:30
394,0,3:25:00
61,0,3:25:30
44,0,3:26:00
0,0,3:26:30
0,0,3:27:00
0,0,3:27:30
0,0,3:28:00
0,1,3:28:30
0,0,3:29:00
0,1,3:29:30
0,0,3:30:00
70,0,3:30:30
0,0,3:31:00
44,0,3:31:30
0,0,3:32:00
0,0,3:32:30
0,0,3:33:00
0,0,3:33:30
1,0,3:34:00
0,0,3:34:30
0,0,3:35:00
0,0,3:35:30
0,0,3:36:00
0,0,3:36:30
0,0,3:37:00
0,0,3:37:30
0,0,3:38:00
0,0,3:38:30
0,1,3:39:00
0,1,3:39:30
0,1,3:40:00
0,1,3:40:30
0,1,3:41:00
16,0,3:41:30
347,0,3:42:00
20,0,3:42:30
35,0,3:43:00
0,0,3:43:30
0,0,3:44:00
0,0,3:44:30
0,0,3:45:00
0,0,3:45:30
12,0,3:46:00
0,0,3:46:30
9,1,3:47:00
9,0,3:47:30
0,0,3:48:00
0,0,3:48:30
88,0,3:49:00
0,0,3:49:30
0,0,3:50:00
0,0,3:50:30
0,0,3:51:00
0,0,3:51:30
0,0,3:52:00
0,0,3:52:30
0,0,3:53:00
0,0,3:53:30
0,0,3:54:00
0,0,3:54:30
0,0,3:55:00
0,0,3:55:30
0,0,3:56:00
0,0,3:56:30
0,0,3:57:00
0,0,3:57:30
0,0,3:58:00
0,0,3:58:30
0,0,3:59:00
0,0,3:59:30
0,0,4:00:00
0,0,4:00:30
0,0,4:01:00
0,0,4:01:30
0,0,4:02:00
0,0,4:02:30
0,0,4:03:00
0,0,4:03:30
0,0,4:04:00
0,0,4:04:30
0,0,4:05:00
0,0,4:05:30
0,0,4:06:00
0,0,4:06:30
0,0,4:07:00
0,0,4:07:30
0,0,4:08:00
0,0,4:08:30
0,0,4:09:00
0,0,4:09:30
0,0,4:10:00
0,0,4:10:30
0,0,4:11:00
0,0,4:11:30
0,0,4:12:00
0,0,4:12:30
0,0,4:13:00
0,0,4:13:30
0,0,4:14:00
0,0,4:14:30
0,0,4:15:00
0,0,4:15:30
0,0,4:16:00
0,0,4:16:30
0,0,4:17:00
0,0,4:17:30
0,0,4:18:00
0,0,4:18:30
1,0,4:19:00
0,0,4:19:30
0,0,4:20:00
0,0,4:20:30
0,0,4:21:00
0,0,4:21:30
0,0,4:22:00
0,0,4:22:30
0,0,4:23:00
0,0,4:23:30
0,0,4:24:00
0,0,4:24:30
0,0,4:25:00
0,0,4:25:30
0,0,4:26:00
0,0,4:26:30
0,0,4:27:00
0,0,4:27:30
0,0,4:28:00
0,0,4:28:30
0,0,4:29:00
0,0,4:29:30
0,0,4:30:00
0,0,4:30:30
0,0,4:31:00
0,0,4:31:30
0,0,4:32:00
1,0,4:32:30
0,0,4:33:00
0,0,4:33:30
0,0,4:34:00
0,0,4:34:30
0,0,4:35:00
0,0,4:35:30
0,0,4:36:00
0,0,4:36:30
0,0,4:37:00
0,0,4:37:30
0,0,4:38:00
0,0,4:38:30
0,0,4:39:00
0,0,4:39:30
0,0,4:40:00
0,0,4:40:30
0,0,4:41:00
0,0,4:41:30
0,0,4:42:00
0,0,4:42:30
0,0,4:43:00
0,0,4:43:30
0,0,4:44:00
0,0,4:44:30
0,0,4:45:00
0,0,4:45:30
0,0,4:46:00
0,0,4:46:30
0,0,4:47:00
0,0,4:47:30
0,0,4:48:00
0,0,4:48:30
0,0,4:49:00
0,0,4:49:30
0,0,4:50:00
0,0,4:50:30
0,0,4:51:00
0,0,4:51:30
0,0,4:52:00
0,0,4:52:30
0,0,4:53:00
0,0,4:53:30
0,0,4:54:00
0,0,4:54:30
0,0,4:55:00
0,0,4:55:30
0,0,4:56:00
0,0,4:56:30
0,0,4:57:00
0,0,4:57:30
0,0,4:58:00
0,0,4:58:30
0,0,4:59:00
0,0,4:59:30
0,0,5:00:00
0,0,5:00:30
0,0,5:01:00
0,0,5:01:30
0,0,5:02:00
0,0,5:02:30
0,0,5:03:00
0,1,5:03:30
0,1,5:04:00
0,1,5:04:30
0,1,5:05:00
5,1,5:05:30
33,1,5:06:00
314,1,5:06:30
198,1,5:07:00
145,1,5:07:30
191,1,5:08:00
191,1,5:08:30
58,1,5:09:00
2,1,5:09:30
109,1,5:10:00
219,1,5:10:30
579,1,5:11:00
276,1,5:11:30
0,1,5:12:00
131,1,5:12:30
20,1,5:13:00
78,1,5:13:30
42,1,5:14:00
17,1,5:14:30
8,1,5:15:00
448,1,5:15:30
205,1,5:16:00
0,1,5:16:30
122,1,5:17:00
598,1,5:17:30
0,1,5:18:00
0,0,5:18:30
285,0,5:19:00
127,0,5:19:30
0,0,5:20:00
0,0,5:20:30
0,0,5:21:00
0,1,5:21:30
0,1,5:22:00
0,1,5:22:30
0,1,5:23:00
0,1,5:23:30
0,0,5:24:00
382,0,5:24:30
0,0,5:25:00
0,0,5:25:30
0,0,5:26:00
0,0,5:26:30
0,0,5:27:00
0,1,5:27:30
0,1,5:28:00
0,1,5:28:30
0,1,5:29:00
0,1,5:29:30
0,0,5:30:00
258,0,5:30:30
5,0,5:31:00
0,0,5:31:30
0,0,5:32:00
0,0,5:32:30
0,1,5:33:00
0,0,5:33:30
0,0,5:34:00
0,0,5:34:30
27,1,5:35:00
0,1,5:35:30
0,1,5:36:00
0,1,5:36:30
0,1,5:37:00
0,1,5:37:30
31,1,5:38:00
510,0,5:38:30
420,0,5:39:00
0,0,5:39:30
0,0,5:40:00
0,0,5:40:30
0,0,5:41:00
0,0,5:41:30
0,0,5:42:00
0,0,5:42:30
0,0,5:43:00
0,0,5:43:30
0,0,5:44:00
0,0,5:44:30
0,0,5:45:00
0,0,5:45:30
0,0,5:46:00
0,0,5:46:30
0,0,5:47:00
0,0,5:47:30
0,0,5:48:00
0,0,5:48:30
0,0,5:49:00
0,0,5:49:30
0,0,5:50:00
0,0,5:50:30
0,0,5:51:00
0,0,5:51:30
0,0,5:52:00
0,0,5:52:30
0,0,5:53:00
0,0,5:53:30
0,0,5:54:00
0,0,5:54:30
0,0,5:55:00
0,0,5:55:30
0,0,5:56:00
0,0,5:56:30
0,0,5:57:00
0,0,5:57:30
0,0,5:58:00
0,0,5:58:30
0,0,5:59:00
0,1,5:59:30
0,1,6:00:00
0,1,6:00:30
0,1,6:01:00
81,0,6:01:30
72,0,6:02:00
47,0,6:02:30
24,1,6:03:00
0,0,6:03:30
0,0,6:04:00
0,0,6:04:30
31,0,6:05:00
0,0,6:05:30
0,0,6:06:00
0,0,6:06:30
0,1,6:07:00
0,0,6:07:30
0,0,6:08:00
0,0,6:08:30
28,0,6:09:00
0,0,6:09:30
0,0,6:10:00
0,0,6:10:30
19,0,6:11:00
0,0,6:11:30
0,1,6:12:00
0,0,6:12:30
0,0,6:13:00
0,0,6:13:30
29,0,6:14:00
0,0,6:14:30
0,0,6:15:00
0,0,6:15:30
5,0,6:16:00
0,0,6:16:30
0,0,6:17:00
0,0,6:17:30
0,1,6:18:00
0,0,6:18:30
1,0,6:19:00
0,0,6:19:30
30,0,6:20:00
0,0,6:20:30
0,0,6:21:00
0,1,6:21:30
0,0,6:22:00
0,0,6:22:30
0,0,6:23:00
37,0,6:23:30
0,0,6:24:00
0,0,6:24:30
0,0,6:25:00
0,0,6:25:30
0,0,6:26:00
0,0,6:26:30
0,1,6:27:00
0,1,6:27:30
0,1,6:28:00
0,1,6:28:30
47,1,6:29:00
0,1,6:29:30
234,1,6:30:00
212,0,6:30:30
29,1,6:31:00
9,1,6:31:30
5,1,6:32:00
0,1,6:32:30
19,1,6:33:00
28,1,6:33:30
205,1,6:34:00
198,1,6:34:30
526,1,6:35:00
242,1,6:35:30
0,1,6:36:00
219,1,6:36:30
219,1,6:37:00
0,1,6:37:30
67,1,6:38:00
19,0,6:38:30
266,0,6:39:00
0,0,6:39:30
0,1,6:40:00
0,1,6:40:30
0,1,6:41:00
0,1,6:41:30
0,1,6:42:00
14,1,6:42:30
598,1,6:43:00
285,1,6:43:30
304,1,6:44:00
0,1,6:44:30
0,1,6:45:00
131,1,6:45:30
63,1,6:46:00
70,1,6:46:30
65,1,6:47:00
34,1,6:47:30
51,1,6:48:00
0,1,6:48:30
63,1,6:49:00
325,1,6:49:30
370,0,6:50:00
99,0,6:50:30
0,0,6:51:00
0,0,6:51:30
0,0,6:52:00
0,0,6:52:30
0,0,6:53:00
0,0,6:53:30
0,0,6:54:00
0,0,6:54:30
0,0,6:55:00
0,1,6:55:30
0,0,6:56:00
0,0,6:56:30
14,0,6:57:00
54,0,6:57:30
0,0,6:58:00
0,0,6:58:30
0,0,6:59:00
0,0,6:59:30
12,0,7:00:00
0,1,7:00:30
1,0,7:01:00
0,0,7:01:30
3,0,7:02:00
28,0,7:02:30
10,0,7:03:00
0,1,7:03:30
0,0,7:04:00
0,0,7:04:30
0,1,7:05:00
29,1,7:05:30
0,0,7:06:00
0,0,7:06:30
49,1,7:07:00
42,1,7:07:30
0,1,7:08:00
0,1,7:08:30
0,1,7:09:00
0,0,7:09:30
276,0,7:10:00
47,0,7:10:30
0,0,7:11:00
0,0,7:11:30
0,0,7:12:00
0,0,7:12:30
0,0,7:13:00
0,0,7:13:30
0,0,7:14:00
0,0,7:14:30
1,0,7:15:00
0,0,7:15:30
0,0,7:16:00
0,0,7:16:30
0,0,7:17:00
0,0,7:17:30
0,0,7:18:00
0,0,7:18:30
0,0,7:19:00
0,0,7:19:30
0,0,7:20:00
0,0,7:20:30
0,0,7:21:00
0,0,7:21:30
0,0,7:22:00
3,0,7:22:30
0,0,7:23:00
0,0,7:23:30
0,0,7:24:00
0,0,7:24:30
0,0,7:25:00
0,0,7:25:30
0,0,7:26:00
0,0,7:26:30
0,0,7:27:00
0,0,7:27:30
0,0,7:28:00
0,0,7:28:30
0,0,7:29:00
0,0,7:29:30
0,0,7:30:00
0,0,7:30:30
0,0,7:31:00
0,0,7:31:30
0,0,7:32:00
0,0,7:32:30
0,0,7:33:00
0,0,7:33:30
0,0,7:34:00
0,0,7:34:30
0,0,7:35:00
0,0,7:35:30
0,0,7:36:00
0,0,7:36:30
0,0,7:37:00
0,0,7:37:30
0,0,7:38:00
0,0,7:38:30
0,0,7:39:00
0,0,7:39:30
0,0,7:40:00
0,0,7:40:30
0,0,7:41:00
0,0,7:41:30
0,0,7:42:00
0,0,7:42:30
0,0,7:43:00
0,0,7:43:30
0,0,7:44:00
0,0,7:44:30
0,0,7:45:00
0,0,7:45:30
0,0,7:46:00
0,0,7:46:30
0,0,7:47:00
0,0,7:47:30
0,0,7:48:00
0,0,7:48:30
0,0,7:49:00
0,0,7:49:30
0,0,7:50:00
0,0,7:50:30
0,0,7:51:00
0,0,7:51:30
0,0,7:52:00
0,0,7:52:30
0,0,7:53:00
0,0,7:53:30
0,0,7:54:00
0,0,7:54:30
0,0,7:55:00
0,0,7:55:30
0,0,7:56:00
0,0,7:56:30
0,0,7:57:00
0,0,7:57:30
0,0,7:58:00
0,0,7:58:30
0,0,7:59:00
0,0,7:59:30
0,0,8:00:00
0,0,8:00:30
0,0,8:01:00
0,0,8:01:30
0,0,8:02:00
0,0,8:02:30
0,0,8:03:00
0,0,8:03:30
0,0,8:04:00
0,0,8:04:30
0,0,8:05:00
0,0,8:05:30
0,0,8:06:00
0,0,8:06:30
0,0,8:07:00
0,0,8:07:30
0,0,8:08:00
0,0,8:08:30
0,0,8:09:00
0,0,8:09:30
0,0,8:10:00
0,0,8:10:30
0,0,8:11:00
0,0,8:11:30
0,0,8:12:00
0,0,8:12:30
0,0,8:13:00
0,0,8:13:30
0,0,8:14:00
0,0,8:14:30
0,0,8:15:00
0,0,8:15:30
0,0,8:16:00
0,0,8:16:30
0,0,8:17:00
0,0,8:17:30
0,0,8:18:00
0,0,8:18:30
0,0,8:19:00
0,0,8:19:30
0,0,8:20:00
0,0,8:20:30
0,0,8:21:00
0,0,8:21:30
0,0,8:22:00
0,0,8:22:30
0,0,8:23:00
0,0,8:23:30
0,0,8:24:00
0,0,8:24:30
0,0,8:25:00
0,0,8:25:30
0,0,8:26:00
0,0,8:26:30
0,0,8:27:00
0,0,8:27:30
0,0,8:28:00
0,0,8:28:30
0,0,8:29:00
0,0,8:29:30
0,0,8:30:00
0,0,8:30:30
0,0,8:31:00
0,0,8:31:30
1,0,8:32:00
0,0,8:32:30
0,0,8:33:00
0,0,8:33:30
0,0,8:34:00
0,0,8:34:30
0,0,8:35:00
0,0,8:35:30
0,0,8:36:00
0,0,8:36:30
0,0,8:37:00
0,1,8:37:30
0,1,8:38:00
0,1,8:38:30
0,1,8:39:00
17,1,8:39:30
58,1,8:40:00
242,1,8:40:30
0,1,8:41:00
325,1,8:41:30
266,1,8:42:00
185,1,8:42:30
109,1,8:43:00
219,1,8:43:30
131,1,8:44:00
191,1,8:44:30
37,1,8:45:00
9,1,8:45:30
156,1,8:46:00
99,1,8:46:30
226,1,8:47:00
198,1,8:47:30
118,1,8:48:00
81,1,8:48:30
258,1,8:49:00
136,1,8:49:30
99,1,8:50:00
22,1,8:50:30
0,1,8:51:00
0,1,8:51:30
40,1,8:52:00
579,1,8:52:30
335,0,8:53:00
219,0,8:53:30
37,0,8:54:00
0,0,8:54:30
0,0,8:55:00
0,0,8:55:30
0,0,8:56:00
0,0,8:56:30
0,0,8:57:00
0,0,8:57:30
0,0,8:58:00
0,0,8:58:30
0,0,8:59:00
0,0,8:59:30
0,0,9:00:00
0,0,9:00:30
0,0,9:01:00
0,0,9:01:30
0,0,9:02:00
0,0,9:02:30
0,0,9:03:00
0,0,9:03:30
0,0,9:04:00
0,0,9:04:30
0,0,9:05:00
0,0,9:05:30
0,0,9:06:00
0,0,9:06:30
0,0,9:07:00
0,0,9:07:30
0,0,9:08:00
0,0,9:08:30
0,0,9:09:00
0,0,9:09:30
0,0,9:10:00
0,0,9:10:30
0,0,9:11:00
0,0,9:11:30
0,0,9:12:00
0,0,9:12:30
0,0,9:13:00
0,0,9:13:30
0,0,9:14:00
0,0,9:14:30
0,0,9:15:00
0,0,9:15:30
0,0,9:16:00
0,0,9:16:30
0,0,9:17:00
0,1,9:17:30
0,0,9:18:00
0,0,9:18:30
1,0,9:19:00
27,0,9:19:30
0,1,9:20:00
0,0,9:20:30
0,0,9:21:00
0,0,9:21:30
22,0,9:22:00
0,0,9:22:30
0,0,9:23:00
3,0,9:23:30
0,0,9:24:00
0,0,9:24:30
0,0,9:25:00
0,0,9:25:30
0,0,9:26:00
0,0,9:26:30
0,0,9:27:00
0,0,9:27:30
0,0,9:28:00
0,0,9:28:30
0,0,9:29:00
0,0,9:29:30
0,0,9:30:00
0,0,9:30:30
0,0,9:31:00
0,0,9:31:30
0,0,9:32:00
0,0,9:32:30
0,0,9:33:00
0,0,9:33:30
0,0,9:34:00
0,0,9:34:30
0,0,9:35:00
0,0,9:35:30
0,0,9:36:00
0,1,9:36:30
0,0,9:37:00
0,0,9:37:30
0,1,9:38:00
44,0,9:38:30
0,0,9:39:00
0,0,9:39:30
67,0,9:40:00
0,0,9:40:30
0,0,9:41:00
0,0,9:41:30
0,0,9:42:00
0,0,9:42:30
0,0,9:43:00
0,0,9:43:30
0,0,9:44:00
0,0,9:44:30
0,0,9:45:00
0,0,9:45:30
0,0,9:46:00
0,0,9:46:30
0,0,9:47:00
0,0,9:47:30
0,0,9:48:00
0,0,9:48:30
0,1,9:49:00
0,1,9:49:30
0,1,9:50:00
0,1,9:50:30
78,1,9:51:00
0,0,9:51:30
67,0,9:52:00
179,0,9:52:30
0,0,9:53:00
0,0,9:53:30
0,0,9:54:00
0,0,9:54:30
0,1,9:55:00
0,1,9:55:30
0,1,9:56:00
0,1,9:56:30
0,1,9:57:00
74,1,9:57:30
434,1,9:58:00
92,1,9:58:30
58,1,9:59:00
0,1,9:59:30
26,1,10:00:00
31,1,10:00:30
191,1,10:01:00
0,1,10:01:30
0,1,10:02:00
88,1,10:02:30
63,1,10:03:00
420,1,10:03:30
335,1,10:04:00
212,1,10:04:30
226,1,10:05:00
370,1,10:05:30
618,1,10:06:00
478,1,10:06:30
276,1,10:07:00
150,1,10:07:30
113,1,10:08:00
0,0,10:08:30
1,0,10:09:00
168,0,10:09:30
0,1,10:10:00
0,0,10:10:30
0,0,10:11:00
0,0,10:11:30
58,0,10:12:00
0,1,10:12:30
0,1,10:13:00
0,1,10:13:30
0,1,10:14:00
16,1,10:14:30
33,1,10:15:00
15,0,10:15:30
191,0,10:16:00
0,0,10:16:30
0,0,10:17:00
0,0,10:17:30
0,0,10:18:00
7,0,10:18:30
1,0,10:19:00
0,0,10:19:30
0,0,10:20:00
0,0,10:20:30
0,0,10:21:00
0,0,10:21:30
0,1,10:22:00
0,0,10:22:30
0,0,10:23:00
0,0,10:23:30
37,0,10:24:00
0,0,10:24:30
0,0,10:25:00
0,0,10:25:30
0,0,10:26:00
0,0,10:26:30
0,0,10:27:00
0,0,10:27:30
0,0,10:28:00
0,0,10:28:30
0,0,10:29:00
0,0,10:29:30
0,0,10:30:00
0,0,10:30:30
0,0,10:31:00
0,0,10:31:30
0,0,10:32:00
0,0,10:32:30
0,0,10:33:00
0,0,10:33:30
0,0,10:34:00
0,0,10:34:30
0,0,10:35:00
0,0,10:35:30
0,0,10:36:00
0,0,10:36:30
0,1,10:37:00
0,1,10:37:30
0,1,10:38:00
1,1,10:38:30
26,0,10:39:00
106,0,10:39:30
106,1,10:40:00
1,1,10:40:30
0,0,10:41:00
0,0,10:41:30
28,0,10:42:00
74,0,10:42:30
0,0,10:43:00
0,1,10:43:30
0,1,10:44:00
0,0,10:44:30
0,0,10:45:00
156,0,10:45:30
29,0,10:46:00
0,0,10:46:30
0,0,10:47:00
0,0,10:47:30
0,0,10:48:00
1,1,10:48:30
13,0,10:49:00
0,0,10:49:30
0,0,10:50:00
20,0,10:50:30
0,0,10:51:00
0,0,10:51:30
0,1,10:52:00
0,0,10:52:30
0,0,10:53:00
8,0,10:53:30
81,0,10:54:00
0,0,10:54:30
0,0,10:55:00
0,0,10:55:30
0,0,10:56:00
0,1,10:56:30
0,1,10:57:00
0,0,10:57:30
0,0,10:58:00
44,0,10:58:30
99,0,10:59:00
0,0,10:59:30
0,0,11:00:00
0,0,11:00:30
0,0,11:01:00
0,1,11:01:30
0,1,11:02:00
0,1,11:02:30
0,1,11:03:00
0,1,11:03:30
0,1,11:04:00
276,1,11:04:30
434,1,11:05:00
191,1,11:05:30
335,1,11:06:00
113,1,11:06:30
205,1,11:07:00
234,1,11:07:30
370,1,11:08:00
561,1,11:08:30
250,1,11:09:00
335,1,11:09:30
145,1,11:10:00
463,1,11:10:30
198,1,11:11:00
276,1,11:11:30
258,1,11:12:00
266,1,11:12:30
325,1,11:13:00
258,1,11:13:30
219,1,11:14:00
358,1,11:14:30
335,1,11:15:00
543,1,11:15:30
266,1,11:16:00
234,1,11:16:30
234,1,11:17:00
266,1,11:17:30
173,1,11:18:00
382,1,11:18:30
680,1,11:19:00
314,1,11:19:30
294,1,11:20:00
493,0,11:20:30
34,0,11:21:00
5,0,11:21:30
0,0,11:22:00
0,0,11:22:30
6,0,11:23:00
8,0,11:23:30
0,0,11:24:00
0,0,11:24:30
0,0,11:25:00
0,0,11:25:30
0,0,11:26:00
0,0,11:26:30
0,0,11:27:00
0,0,11:27:30
0,0,11:28:00
0,0,11:28:30
0,0,11:29:00
0,0,11:29:30
1,0,11:30:00
0,0,11:30:30
0,0,11:31:00
0,0,11:31:30
0,0,11:32:00
0,0,11:32:30
0,0,11:33:00
0,0,11:33:30
0,0,11:34:00
0,0,11:34:30
0,0,11:35:00
0,0,11:35:30
0,0,11:36:00
0,0,11:36:30
0,0,11:37:00
0,0,11:37:30
0,0,11:38:00
0,0,11:38:30
0,0,11:39:00
5,0,11:39:30
0,0,11:40:00
0,0,11:40:30
0,0,11:41:00
0,0,11:41:30
0,0,11:42:00
0,0,11:42:30
0,0,11:43:00
0,0,11:43:30
0,0,11:44:00
0,0,11:44:30
0,0,11:45:00
0,0,11:45:30
0,0,11:46:00
0,0,11:46:30
0,0,11:47:00
0,0,11:47:30
0,0,11:48:00
0,0,11:48:30
0,0,11:49:00
0,0,11:49:30
0,0,11:50:00
0,0,11:50:30
0,0,11:51:00
0,0,11:51:30
0,0,11:52:00
0,0,11:52:30
0,0,11:53:00
0,0,11:53:30
0,0,11:54:00
0,0,11:54:30
0,0,11:55:00
0,0,11:55:30
0,0,11:56:00
0,0,11:56:30
14,0,11:57:00
0,0,11:57:30
0,0,11:58:00
0,0,11:58:30
0,0,11:59:00
0,0,11:59:30
0,0,12:00:00
0,0,12:00:30
0,0,12:01:00
0,0,12:01:30
0,0,12:02:00
0,0,12:02:30
0,0,12:03:00
0,0,12:03:30
0,0,12:04:00
0,0,12:04:30
0,0,12:05:00
0,0,12:05:30
0,0,12:06:00
0,0,12:06:30
0,0,12:07:00
0,0,12:07:30
0,0,12:08:00
0,0,12:08:30
0,0,12:09:00
0,0,12:09:30
0,0,12:10:00
0,0,12:10:30
0,0,12:11:00
0,0,12:11:30
0,0,12:12:00
0,0,12:12:30
0,0,12:13:00
2,1,12:13:30
0,1,12:14:00
0,1,12:14:30
0,1,12:15:00
0,1,12:15:30
0,1,12:16:00
141,1,12:16:30
67,1,12:17:00
250,1,12:17:30
382,1,12:18:00
205,1,12:18:30
141,1,12:19:00
198,1,12:19:30
266,1,12:20:00
394,1,12:20:30
294,1,12:21:00
250,1,12:21:30
285,1,12:22:00
185,1,12:22:30
81,1,12:23:00
6,1,12:23:30
54,1,12:24:00
141,1,12:24:30
304,1,12:25:00
478,1,12:25:30
493,1,12:26:00
680,1,12:26:30
420,0,12:27:00
58,0,12:27:30
0,1,12:28:00
0,0,12:28:30
0,0,12:29:00
13,0,12:29:30
20,0,12:30:00
0,0,12:30:30
0,0,12:31:00
0,0,12:31:30
0,0,12:32:00
0,0,12:32:30
0,0,12:33:00
0,0,12:33:30
0,0,12:34:00
0,0,12:34:30
0,0,12:35:00
0,0,12:35:30
0,0,12:36:00
0,0,12:36:30
0,0,12:37:00
0,0,12:37:30
0,0,12:38:00
0,0,12:38:30
0,1,12:39:00
0,0,12:39:30
15,1,12:40:00
0,0,12:40:30
16,0,12:41:00
0,0,12:41:30
47,0,12:42:00
0,0,12:42:30
0,0,12:43:00
0,0,12:43:30
0,0,12:44:00
0,0,12:44:30
0,0,12:45:00
0,0,12:45:30
0,0,12:46:00
0,0,12:46:30
0,0,12:47:00
0,0,12:47:30
0,0,12:48:00
0,0,12:48:30
0,0,12:49:00
0,0,12:49:30
0,0,12:50:00
0,0,12:50:30
0,0,12:51:00
0,0,12:51:30
0,0,12:52:00
0,0,12:52:30
0,0,12:53:00
0,0,12:53:30
0,0,12:54:00
0,0,12:54:30
0,0,12:55:00
0,0,12:55:30
0,0,12:56:00
0,0,12:56:30
0,1,12:57:00
0,1,12:57:30
0,1,12:58:00
0,1,12:58:30
0,1,12:59:00
22,1,12:59:30
294,1,13:00:00
12,1,13:00:30
0,1,13:01:00
168,1,13:01:30
294,1,13:02:00
258,1,13:02:30
258,1,13:03:00
226,1,13:03:30
226,1,13:04:00
242,1,13:04:30
205,1,13:05:00
205,1,13:05:30
258,1,13:06:00
242,1,13:06:30
276,1,13:07:00
226,1,13:07:30
294,1,13:08:00
234,1,13:08:30
141,1,13:09:00
33,1,13:09:30
7,1,13:10:00
17,1,13:10:30
61,1,13:11:00
250,1,13:11:30
276,1,13:12:00
23,1,13:12:30
325,1,13:13:00
314,1,13:13:30
242,1,13:14:00
358,1,13:14:30
242,1,13:15:00
95,1,13:15:30
185,1,13:16:00
150,1,13:16:30
276,1,13:17:00
219,1,13:17:30
335,1,13:18:00
78,1,13:18:30
212,1,13:19:00
136,1,13:19:30
109,1,13:20:00
61,1,13:20:30
226,1,13:21:00
156,1,13:21:30
131,1,13:22:00
304,1,13:22:30
276,1,13:23:00
314,1,13:23:30
16,1,13:24:00
219,1,13:24:30
266,1,13:25:00
250,1,13:25:30
150,1,13:26:00
304,1,13:26:30
347,1,13:27:00
234,1,13:27:30
335,1,13:28:00
185,1,13:28:30
285,1,13:29:00
250,1,13:29:30
191,1,13:30:00
226,1,13:30:30
173,1,13:31:00
191,1,13:31:30
156,1,13:32:00
136,1,13:32:30
173,1,13:33:00
145,1,13:33:30
136,1,13:34:00
242,1,13:34:30
276,1,13:35:00
226,1,13:35:30
294,1,13:36:00
335,1,13:36:30
304,1,13:37:00
102,1,13:37:30
250,1,13:38:00
250,1,13:38:30
173,1,13:39:00
198,1,13:39:30
285,1,13:40:00
205,1,13:40:30
285,1,13:41:00
131,1,13:41:30
136,1,13:42:00
234,1,13:42:30
276,1,13:43:00
92,1,13:43:30
258,1,13:44:00
335,1,13:44:30
285,1,13:45:00
285,1,13:45:30
276,1,13:46:00
37,1,13:46:30
205,1,13:47:00
156,1,13:47:30
191,1,13:48:00
314,1,13:48:30
382,1,13:49:00
168,1,13:49:30
168,1,13:50:00
168,1,13:50:30
250,1,13:51:00
179,1,13:51:30
266,1,13:52:00
85,1,13:52:30
49,1,13:53:00
145,1,13:53:30
185,1,13:54:00
34,1,13:54:30
81,1,13:55:00
70,1,13:55:30
234,1,13:56:00
314,1,13:56:30
191,1,13:57:00
258,1,13:57:30
226,1,13:58:00
118,1,13:58:30
122,1,13:59:00
5,1,13:59:30
106,1,14:00:00
44,1,14:00:30
3,1,14:01:00
0,1,14:01:30
113,0,14:02:00
294,0,14:02:30
0,0,14:03:00
6,0,14:03:30
5,0,14:04:00
0,1,14:04:30
1,1,14:05:00
7,1,14:05:30
6,1,14:06:00
16,1,14:06:30
22,1,14:07:00
113,1,14:07:30
325,1,14:08:00
285,1,14:08:30
258,1,14:09:00
325,0,14:09:30
168,0,14:10:00
67,0,14:10:30
0,0,14:11:00
2,0,14:11:30
1,0,14:12:00
0,0,14:12:30
0,1,14:13:00
0,0,14:13:30
0,0,14:14:00
0,0,14:14:30
26,0,14:15:00
0,0,14:15:30
1,0,14:16:00
0,0,14:16:30
0,0,14:17:00
0,1,14:17:30
0,0,14:18:00
0,0,14:18:30
0,0,14:19:00
47,0,14:19:30
2,0,14:20:00
0,0,14:20:30
0,0,14:21:00
0,0,14:21:30
0,0,14:22:00
0,1,14:22:30
0,0,14:23:00
15,0,14:23:30
0,0,14:24:00
19,0,14:24:30
0,0,14:25:00
0,0,14:25:30
9,0,14:26:00
0,0,14:26:30
0,0,14:27:00
0,0,14:27:30
0,0,14:28:00
0,1,14:28:30
0,0,14:29:00
0,0,14:29:30
0,0,14:30:00
47,0,14:30:30
0,0,14:31:00
0,0,14:31:30
0,0,14:32:00
0,1,14:32:30
0,0,14:33:00
0,1,14:33:30
0,1,14:34:00
99,0,14:34:30
1,0,14:35:00
49,0,14:35:30
29,0,14:36:00
0,0,14:36:30
0,0,14:37:00
0,0,14:37:30
0,0,14:38:00
0,0,14:38:30
0,0,14:39:00
5,0,14:39:30
0,0,14:40:00
0,0,14:40:30
0,0,14:41:00
0,0,14:41:30
0,0,14:42:00
0,0,14:42:30
0,0,14:43:00
0,0,14:43:30
0,0,14:44:00
0,0,14:44:30
0,0,14:45:00
0,0,14:45:30
0,0,14:46:00
0,0,14:46:30
1,0,14:47:00
0,0,14:47:30
0,0,14:48:00
0,0,14:48:30
0,0,14:49:00
0,0,14:49:30
0,0,14:50:00
0,0,14:50:30
0,0,14:51:00
0,0,14:51:30
0,0,14:52:00
0,0,14:52:30
0,0,14:53:00
0,0,14:53:30
0,0,14:54:00
0,0,14:54:30
0,0,14:55:00
0,0,14:55:30
0,0,14:56:00
0,0,14:56:30
0,0,14:57:00
0,0,14:57:30
0,0,14:58:00
0,0,14:58:30
